Amount,Payment_Method,Bank,Previous_Failures,Attempt_Number,Error,Original_Status,Risk_Percentage,Risk_Level,Recovery_Action
18558,UPI,Bank_D,0,1,AUTH_ERROR,SUCCESS,50.71,MEDIUM,Complete authentication and retry the payment.
17058,UPI,Bank_A,0,1,NONE,SUCCESS,14.38,LOW,Continue payment normally.
7621,CARD,Bank_A,3,4,AUTH_ERROR,FAILED,95.66,HIGH,Complete authentication and retry the payment.
18021,CARD,Bank_D,0,1,NONE,SUCCESS,21.74,LOW,Continue payment normally.
6653,CARD,Bank_C,2,3,NONE,FAILED,69.25,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
19149,UPI,Bank_C,0,1,BANK_ERROR,FAILED,57.25,MEDIUM,Try another bank or payment method.
6464,CARD,Bank_C,0,1,NONE,SUCCESS,20.53,LOW,Continue payment normally.
19349,UPI,Bank_D,0,1,NONE,SUCCESS,18.21,LOW,Continue payment normally.
17456,NET_BANKING,Bank_C,0,1,NONE,SUCCESS,20.75,LOW,Continue payment normally.
15060,CARD,Bank_C,0,1,NONE,SUCCESS,21.94,LOW,Continue payment normally.
12315,NET_BANKING,Bank_A,3,4,BANK_ERROR,FAILED,95.36,HIGH,Try another bank or payment method.
3495,UPI,Bank_B,0,1,NONE,SUCCESS,11.74,LOW,Continue payment normally.
14007,CARD,Bank_D,0,1,NONE,FAILED,18.49,LOW,Continue payment normally.
14138,NET_BANKING,Bank_B,0,1,NONE,SUCCESS,19.36,LOW,Continue payment normally.
15418,UPI,Bank_B,1,2,NONE,SUCCESS,28.14,LOW,Continue payment normally.
19530,CARD,Bank_A,0,1,CARD_DECLINED,FAILED,48.95,MEDIUM,Try UPI or Net Banking instead of the card.
16682,UPI,Bank_B,0,1,NONE,SUCCESS,15.16,LOW,Continue payment normally.
5530,NET_BANKING,Bank_D,2,3,AUTH_ERROR,FAILED,91.51,HIGH,Complete authentication and retry the payment.
9006,UPI,Bank_A,0,1,BANK_ERROR,FAILED,42.51,MEDIUM,Try another bank or payment method.
17248,NET_BANKING,Bank_C,1,2,NETWORK_ERROR,FAILED,78.95,HIGH,Retry after a short delay or use another payment method.
424,CARD,Bank_B,0,1,NONE,SUCCESS,17.52,LOW,Continue payment normally.
983,UPI,Bank_C,2,3,NONE,FAILED,67.77,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
13010,UPI,Bank_D,0,1,NONE,SUCCESS,19.47,LOW,Continue payment normally.
13660,NET_BANKING,Bank_D,1,2,BANK_ERROR,FAILED,78.68,HIGH,Try another bank or payment method.
5256,CARD,Bank_B,0,1,NONE,SUCCESS,13.71,LOW,Continue payment normally.
14056,UPI,Bank_A,0,1,NONE,SUCCESS,12.33,LOW,Continue payment normally.
10067,UPI,Bank_B,1,2,AUTH_ERROR,FAILED,69.43,MEDIUM,Complete authentication and retry the payment.
17170,NET_BANKING,Bank_A,0,1,NETWORK_ERROR,FAILED,45.3,MEDIUM,Retry after a short delay or use another payment method.
1876,NET_BANKING,Bank_C,0,1,AUTH_ERROR,SUCCESS,54.7,MEDIUM,Complete authentication and retry the payment.
2655,UPI,Bank_A,2,3,AUTH_ERROR,FAILED,85.76,HIGH,Complete authentication and retry the payment.
11980,CARD,Bank_B,0,1,NONE,SUCCESS,18.58,LOW,Continue payment normally.
1774,UPI,Bank_A,1,2,AUTH_ERROR,SUCCESS,70.26,HIGH,Complete authentication and retry the payment.
2981,CARD,Bank_A,0,1,NONE,SUCCESS,11.97,LOW,Continue payment normally.
8099,UPI,Bank_B,0,1,NONE,SUCCESS,13.18,LOW,Continue payment normally.
1016,UPI,Bank_B,1,2,NETWORK_ERROR,FAILED,63.91,MEDIUM,Retry after a short delay or use another payment method.
15580,CARD,Bank_B,0,1,NONE,SUCCESS,16.47,LOW,Continue payment normally.
6240,NET_BANKING,Bank_D,0,1,NONE,FAILED,18.9,LOW,Continue payment normally.
5845,UPI,Bank_C,2,3,AUTH_ERROR,FAILED,91.69,HIGH,Complete authentication and retry the payment.
13885,UPI,Bank_A,1,2,NONE,SUCCESS,29.6,LOW,Continue payment normally.
12601,CARD,Bank_A,0,1,NONE,FAILED,20.86,LOW,Continue payment normally.
4593,CARD,Bank_C,0,1,NONE,SUCCESS,25.41,LOW,Continue payment normally.
3528,CARD,Bank_A,0,1,NONE,SUCCESS,15.56,LOW,Continue payment normally.
13903,UPI,Bank_D,0,1,NETWORK_ERROR,FAILED,51.65,MEDIUM,Retry after a short delay or use another payment method.
868,UPI,Bank_B,3,4,NETWORK_ERROR,FAILED,94.88,HIGH,Retry after a short delay or use another payment method.
9539,UPI,Bank_A,2,3,BANK_ERROR,FAILED,82.98,HIGH,Try another bank or payment method.
548,CARD,Bank_A,1,2,AUTH_ERROR,SUCCESS,68.65,MEDIUM,Complete authentication and retry the payment.
19547,CARD,Bank_B,3,4,NETWORK_ERROR,FAILED,96.27,HIGH,Retry after a short delay or use another payment method.
16665,UPI,Bank_A,0,1,NONE,SUCCESS,16.37,LOW,Continue payment normally.
18679,NET_BANKING,Bank_B,0,1,BANK_ERROR,SUCCESS,39.96,MEDIUM,Try another bank or payment method.
8066,UPI,Bank_B,0,1,NONE,SUCCESS,12.31,LOW,Continue payment normally.
18277,UPI,Bank_B,1,2,NONE,SUCCESS,33.86,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
492,CARD,Bank_A,0,1,NONE,SUCCESS,14.71,LOW,Continue payment normally.
8537,NET_BANKING,Bank_B,1,2,NONE,FAILED,36.89,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
3077,UPI,Bank_C,3,4,AUTH_ERROR,FAILED,97.4,HIGH,Complete authentication and retry the payment.
11693,CARD,Bank_C,0,1,NONE,SUCCESS,28.25,LOW,Continue payment normally.
18763,CARD,Bank_C,0,1,NONE,SUCCESS,24.7,LOW,Continue payment normally.
18891,UPI,Bank_B,0,1,NONE,SUCCESS,15.09,LOW,Continue payment normally.
15835,CARD,Bank_D,0,1,NONE,SUCCESS,20.78,LOW,Continue payment normally.
2880,UPI,Bank_B,1,2,BANK_ERROR,FAILED,57.91,MEDIUM,Try another bank or payment method.
2151,NET_BANKING,Bank_C,1,2,NONE,SUCCESS,43.75,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
14942,CARD,Bank_B,0,1,NONE,SUCCESS,16.15,LOW,Continue payment normally.
7935,UPI,Bank_C,0,1,NONE,SUCCESS,17.63,LOW,Continue payment normally.
1681,UPI,Bank_D,1,2,BANK_ERROR,SUCCESS,66.77,MEDIUM,Try another bank or payment method.
3107,UPI,Bank_B,0,1,NONE,FAILED,16.16,LOW,Continue payment normally.
5096,CARD,Bank_A,0,1,NONE,SUCCESS,14.22,LOW,Continue payment normally.
19364,NET_BANKING,Bank_D,0,1,NONE,FAILED,21.38,LOW,Continue payment normally.
11361,UPI,Bank_D,0,1,NONE,SUCCESS,19.17,LOW,Continue payment normally.
9959,UPI,Bank_D,0,1,NONE,FAILED,14.19,LOW,Continue payment normally.
3829,UPI,Bank_A,1,2,BANK_ERROR,FAILED,67.92,MEDIUM,Try another bank or payment method.
17630,UPI,Bank_C,0,1,NONE,SUCCESS,21.1,LOW,Continue payment normally.
7251,NET_BANKING,Bank_B,0,1,NONE,SUCCESS,14.49,LOW,Continue payment normally.
2263,UPI,Bank_A,1,2,NONE,FAILED,28.4,LOW,Continue payment normally.
14743,NET_BANKING,Bank_D,0,1,NONE,FAILED,23.72,LOW,Continue payment normally.
15428,UPI,Bank_D,2,3,NONE,FAILED,72.94,HIGH,"Continue payment, but offer an alternate payment method if it fails."
3282,NET_BANKING,Bank_D,2,3,BANK_ERROR,FAILED,90.46,HIGH,Try another bank or payment method.
2292,UPI,Bank_D,0,1,NONE,SUCCESS,15.22,LOW,Continue payment normally.
4258,UPI,Bank_C,0,1,NONE,SUCCESS,18.84,LOW,Continue payment normally.
11000,CARD,Bank_B,0,1,NONE,SUCCESS,13.77,LOW,Continue payment normally.
14949,CARD,Bank_D,0,1,NONE,SUCCESS,20.38,LOW,Continue payment normally.
13090,CARD,Bank_C,0,1,NONE,SUCCESS,21.83,LOW,Continue payment normally.
6892,CARD,Bank_D,0,1,NONE,SUCCESS,19.13,LOW,Continue payment normally.
3849,UPI,Bank_B,1,2,NONE,SUCCESS,29.84,LOW,Continue payment normally.
2786,CARD,Bank_D,0,1,AUTH_ERROR,FAILED,54.74,MEDIUM,Complete authentication and retry the payment.
15711,UPI,Bank_B,0,1,NONE,SUCCESS,16.49,LOW,Continue payment normally.
17091,UPI,Bank_C,0,1,AUTH_ERROR,SUCCESS,60.67,MEDIUM,Complete authentication and retry the payment.
18241,CARD,Bank_D,1,2,NETWORK_ERROR,SUCCESS,81.24,HIGH,Retry after a short delay or use another payment method.
5365,UPI,Bank_C,0,1,NONE,FAILED,21.05,LOW,Continue payment normally.
3509,UPI,Bank_A,0,1,NONE,SUCCESS,12.53,LOW,Continue payment normally.
18285,UPI,Bank_D,0,1,NONE,SUCCESS,21.24,LOW,Continue payment normally.
12862,CARD,Bank_A,0,1,NONE,SUCCESS,16.19,LOW,Continue payment normally.
9960,CARD,Bank_B,1,2,AUTH_ERROR,SUCCESS,68.08,MEDIUM,Complete authentication and retry the payment.
4630,CARD,Bank_A,0,1,NONE,SUCCESS,18.89,LOW,Continue payment normally.
10024,UPI,Bank_B,0,1,NONE,SUCCESS,12.54,LOW,Continue payment normally.
13118,CARD,Bank_C,0,1,AUTH_ERROR,FAILED,61.11,MEDIUM,Complete authentication and retry the payment.
7933,UPI,Bank_D,0,1,NONE,SUCCESS,19.05,LOW,Continue payment normally.
16019,NET_BANKING,Bank_B,1,2,BANK_ERROR,FAILED,66.6,MEDIUM,Try another bank or payment method.
13818,UPI,Bank_D,3,4,BANK_ERROR,FAILED,95.87,HIGH,Try another bank or payment method.
12313,CARD,Bank_A,0,1,NONE,SUCCESS,18.12,LOW,Continue payment normally.
17299,UPI,Bank_B,0,1,NONE,SUCCESS,12.81,LOW,Continue payment normally.
9055,NET_BANKING,Bank_B,0,1,NONE,FAILED,17.07,LOW,Continue payment normally.
10777,CARD,Bank_B,0,1,NONE,SUCCESS,17.9,LOW,Continue payment normally.
10947,CARD,Bank_B,0,1,NONE,SUCCESS,17.24,LOW,Continue payment normally.
16399,CARD,Bank_A,0,1,NONE,SUCCESS,18.6,LOW,Continue payment normally.
2095,CARD,Bank_B,0,1,NONE,SUCCESS,16.45,LOW,Continue payment normally.
12585,UPI,Bank_B,1,2,BANK_ERROR,FAILED,67.86,MEDIUM,Try another bank or payment method.
5280,UPI,Bank_A,1,2,NONE,SUCCESS,32.47,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
14555,UPI,Bank_C,0,1,NONE,SUCCESS,19.52,LOW,Continue payment normally.
732,CARD,Bank_D,0,1,NONE,SUCCESS,19.69,LOW,Continue payment normally.
18380,CARD,Bank_C,1,2,NONE,SUCCESS,55.29,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
12103,CARD,Bank_A,1,2,NONE,SUCCESS,34.67,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
18634,CARD,Bank_A,1,2,NONE,SUCCESS,40.52,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
4045,UPI,Bank_C,1,2,NONE,SUCCESS,38.32,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
7949,CARD,Bank_B,0,1,NONE,SUCCESS,14.67,LOW,Continue payment normally.
9859,UPI,Bank_B,1,2,NONE,FAILED,26.84,LOW,Continue payment normally.
13380,UPI,Bank_C,3,4,NONE,FAILED,86.89,HIGH,"Continue payment, but offer an alternate payment method if it fails."
2205,CARD,Bank_A,0,1,NONE,SUCCESS,18.92,LOW,Continue payment normally.
16584,NET_BANKING,Bank_D,2,3,NONE,FAILED,76.38,HIGH,"Continue payment, but offer an alternate payment method if it fails."
19459,UPI,Bank_A,2,3,NETWORK_ERROR,FAILED,86.78,HIGH,Retry after a short delay or use another payment method.
3140,CARD,Bank_D,0,1,NETWORK_ERROR,FAILED,47.74,MEDIUM,Retry after a short delay or use another payment method.
15348,UPI,Bank_C,0,1,NONE,SUCCESS,18.93,LOW,Continue payment normally.
2906,CARD,Bank_C,0,1,CARD_DECLINED,SUCCESS,49.66,MEDIUM,Try UPI or Net Banking instead of the card.
13534,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,18.25,LOW,Continue payment normally.
5337,UPI,Bank_C,0,1,AUTH_ERROR,SUCCESS,49.56,MEDIUM,Complete authentication and retry the payment.
11623,UPI,Bank_D,0,1,NONE,SUCCESS,16.67,LOW,Continue payment normally.
16732,CARD,Bank_A,1,2,NONE,FAILED,34.45,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
15764,NET_BANKING,Bank_B,0,1,NONE,SUCCESS,17.75,LOW,Continue payment normally.
3020,UPI,Bank_B,1,2,NONE,SUCCESS,33.02,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
16219,NET_BANKING,Bank_D,0,1,NONE,SUCCESS,18.06,LOW,Continue payment normally.
9648,UPI,Bank_A,1,2,AUTH_ERROR,FAILED,69.9,MEDIUM,Complete authentication and retry the payment.
19502,CARD,Bank_B,0,1,NONE,SUCCESS,15.61,LOW,Continue payment normally.
19685,UPI,Bank_C,0,1,NONE,SUCCESS,19.95,LOW,Continue payment normally.
14950,UPI,Bank_B,0,1,NONE,SUCCESS,14.9,LOW,Continue payment normally.
9001,CARD,Bank_A,0,1,NONE,SUCCESS,14.58,LOW,Continue payment normally.
12455,UPI,Bank_A,0,1,NETWORK_ERROR,SUCCESS,41.77,MEDIUM,Retry after a short delay or use another payment method.
16738,CARD,Bank_B,1,2,CARD_DECLINED,FAILED,70.44,HIGH,Try UPI or Net Banking instead of the card.
9011,UPI,Bank_D,3,4,BANK_ERROR,FAILED,96.63,HIGH,Try another bank or payment method.
6378,CARD,Bank_B,0,1,NONE,FAILED,13.13,LOW,Continue payment normally.
8537,NET_BANKING,Bank_D,0,1,NONE,SUCCESS,18.85,LOW,Continue payment normally.
19383,UPI,Bank_B,0,1,NONE,SUCCESS,16.87,LOW,Continue payment normally.
4607,CARD,Bank_D,0,1,AUTH_ERROR,SUCCESS,49.37,MEDIUM,Complete authentication and retry the payment.
4752,UPI,Bank_A,1,2,BANK_ERROR,SUCCESS,63.23,MEDIUM,Try another bank or payment method.
13672,CARD,Bank_A,1,2,NONE,SUCCESS,39.12,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
9863,UPI,Bank_A,0,1,NONE,SUCCESS,13.54,LOW,Continue payment normally.
16860,CARD,Bank_A,0,1,NONE,SUCCESS,17.05,LOW,Continue payment normally.
1950,CARD,Bank_C,0,1,AUTH_ERROR,SUCCESS,62.44,MEDIUM,Complete authentication and retry the payment.
14879,UPI,Bank_B,1,2,AUTH_ERROR,SUCCESS,66.23,MEDIUM,Complete authentication and retry the payment.
13282,NET_BANKING,Bank_A,0,1,NONE,FAILED,18.66,LOW,Continue payment normally.
14959,CARD,Bank_B,0,1,AUTH_ERROR,SUCCESS,49.69,MEDIUM,Complete authentication and retry the payment.
7054,UPI,Bank_B,0,1,NONE,SUCCESS,11.21,LOW,Continue payment normally.
4363,UPI,Bank_D,0,1,BANK_ERROR,SUCCESS,46.34,MEDIUM,Try another bank or payment method.
13160,CARD,Bank_A,1,2,NONE,SUCCESS,37.09,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
8988,UPI,Bank_A,0,1,NONE,SUCCESS,14.37,LOW,Continue payment normally.
447,CARD,Bank_D,1,2,NONE,FAILED,39.61,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
16291,CARD,Bank_A,1,2,NETWORK_ERROR,SUCCESS,69.24,MEDIUM,Retry after a short delay or use another payment method.
2653,UPI,Bank_A,2,3,NONE,FAILED,51.71,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
12039,UPI,Bank_A,0,1,NONE,SUCCESS,15.62,LOW,Continue payment normally.
17109,NET_BANKING,Bank_B,0,1,NETWORK_ERROR,SUCCESS,44.61,MEDIUM,Retry after a short delay or use another payment method.
5737,UPI,Bank_C,0,1,NETWORK_ERROR,FAILED,46.46,MEDIUM,Retry after a short delay or use another payment method.
157,UPI,Bank_B,0,1,NONE,SUCCESS,14.29,LOW,Continue payment normally.
16092,CARD,Bank_A,0,1,NONE,SUCCESS,20.76,LOW,Continue payment normally.
2895,UPI,Bank_C,0,1,NONE,SUCCESS,21.62,LOW,Continue payment normally.
11749,CARD,Bank_D,1,2,NONE,FAILED,46.74,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
3833,CARD,Bank_A,1,2,NONE,SUCCESS,38.58,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
7432,UPI,Bank_C,0,1,NONE,SUCCESS,21.19,LOW,Continue payment normally.
11048,UPI,Bank_D,0,1,NONE,SUCCESS,17.95,LOW,Continue payment normally.
6203,UPI,Bank_A,0,1,NONE,SUCCESS,15.54,LOW,Continue payment normally.
10334,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,18.61,LOW,Continue payment normally.
17293,NET_BANKING,Bank_C,0,1,BANK_ERROR,SUCCESS,55.45,MEDIUM,Try another bank or payment method.
3870,CARD,Bank_A,3,4,NETWORK_ERROR,FAILED,95.33,HIGH,Retry after a short delay or use another payment method.
4155,UPI,Bank_C,0,1,BANK_ERROR,SUCCESS,53.68,MEDIUM,Try another bank or payment method.
18400,CARD,Bank_A,0,1,NONE,SUCCESS,20.2,LOW,Continue payment normally.
2389,UPI,Bank_B,0,1,NONE,SUCCESS,12.59,LOW,Continue payment normally.
1352,UPI,Bank_D,1,2,NONE,FAILED,38.33,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
1767,UPI,Bank_D,2,3,BANK_ERROR,FAILED,89.35,HIGH,Try another bank or payment method.
5205,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,15.13,LOW,Continue payment normally.
18721,UPI,Bank_D,1,2,BANK_ERROR,FAILED,74.51,HIGH,Try another bank or payment method.
19654,UPI,Bank_C,0,1,NONE,SUCCESS,23.98,LOW,Continue payment normally.
18573,UPI,Bank_B,0,1,NONE,SUCCESS,13.89,LOW,Continue payment normally.
3843,UPI,Bank_A,1,2,NETWORK_ERROR,SUCCESS,62.4,MEDIUM,Retry after a short delay or use another payment method.
19602,CARD,Bank_B,2,3,CARD_DECLINED,FAILED,87.22,HIGH,Try UPI or Net Banking instead of the card.
9089,UPI,Bank_C,0,1,NONE,SUCCESS,18.04,LOW,Continue payment normally.
9699,CARD,Bank_A,0,1,NONE,SUCCESS,17.65,LOW,Continue payment normally.
1767,UPI,Bank_C,0,1,NONE,SUCCESS,20.35,LOW,Continue payment normally.
8141,NET_BANKING,Bank_D,0,1,NONE,SUCCESS,19.02,LOW,Continue payment normally.
10100,CARD,Bank_B,0,1,NONE,SUCCESS,13.11,LOW,Continue payment normally.
652,UPI,Bank_A,0,1,NONE,SUCCESS,11.84,LOW,Continue payment normally.
11603,NET_BANKING,Bank_B,0,1,NONE,SUCCESS,13.78,LOW,Continue payment normally.
5716,UPI,Bank_B,2,3,NETWORK_ERROR,FAILED,86.02,HIGH,Retry after a short delay or use another payment method.
19474,UPI,Bank_A,1,2,BANK_ERROR,SUCCESS,64.66,MEDIUM,Try another bank or payment method.
5204,CARD,Bank_A,0,1,NONE,SUCCESS,17.12,LOW,Continue payment normally.
15465,UPI,Bank_D,1,2,NETWORK_ERROR,FAILED,72.63,HIGH,Retry after a short delay or use another payment method.
16809,CARD,Bank_C,0,1,NONE,FAILED,26.33,LOW,Continue payment normally.
10295,UPI,Bank_B,2,3,NETWORK_ERROR,FAILED,84.54,HIGH,Retry after a short delay or use another payment method.
16201,UPI,Bank_C,0,1,NONE,SUCCESS,25.59,LOW,Continue payment normally.
3971,CARD,Bank_A,0,1,NONE,SUCCESS,15.23,LOW,Continue payment normally.
2002,UPI,Bank_D,0,1,NONE,SUCCESS,17.98,LOW,Continue payment normally.
951,NET_BANKING,Bank_A,3,4,NETWORK_ERROR,FAILED,94.85,HIGH,Retry after a short delay or use another payment method.
9928,UPI,Bank_A,0,1,NONE,FAILED,14.5,LOW,Continue payment normally.
2333,CARD,Bank_C,1,2,AUTH_ERROR,FAILED,76.05,HIGH,Complete authentication and retry the payment.
18277,UPI,Bank_A,0,1,NONE,SUCCESS,15.36,LOW,Continue payment normally.
14681,NET_BANKING,Bank_B,0,1,BANK_ERROR,FAILED,44.95,MEDIUM,Try another bank or payment method.
2579,CARD,Bank_A,0,1,CARD_DECLINED,FAILED,34.99,MEDIUM,Try UPI or Net Banking instead of the card.
17348,NET_BANKING,Bank_D,0,1,NONE,SUCCESS,24.88,LOW,Continue payment normally.
3727,NET_BANKING,Bank_D,0,1,NONE,SUCCESS,20.93,LOW,Continue payment normally.
12650,NET_BANKING,Bank_D,0,1,NONE,SUCCESS,19.58,LOW,Continue payment normally.
5592,UPI,Bank_A,0,1,NONE,SUCCESS,13.32,LOW,Continue payment normally.
16838,NET_BANKING,Bank_C,1,2,NETWORK_ERROR,FAILED,81.15,HIGH,Retry after a short delay or use another payment method.
8401,CARD,Bank_A,0,1,NONE,SUCCESS,16.11,LOW,Continue payment normally.
7887,UPI,Bank_D,0,1,NONE,SUCCESS,18.08,LOW,Continue payment normally.
11185,CARD,Bank_C,2,3,CARD_DECLINED,FAILED,91.21,HIGH,Try UPI or Net Banking instead of the card.
6729,UPI,Bank_B,3,4,BANK_ERROR,FAILED,94.24,HIGH,Try another bank or payment method.
18342,UPI,Bank_A,2,3,NONE,FAILED,59.32,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
17844,UPI,Bank_C,0,1,NETWORK_ERROR,FAILED,55.49,MEDIUM,Retry after a short delay or use another payment method.
14331,UPI,Bank_A,0,1,NETWORK_ERROR,SUCCESS,38.9,MEDIUM,Retry after a short delay or use another payment method.
1259,UPI,Bank_C,2,3,BANK_ERROR,FAILED,88.02,HIGH,Try another bank or payment method.
1573,UPI,Bank_C,1,2,BANK_ERROR,FAILED,73.33,HIGH,Try another bank or payment method.
17214,UPI,Bank_A,0,1,NONE,SUCCESS,14.02,LOW,Continue payment normally.
16768,UPI,Bank_C,0,1,NONE,SUCCESS,23.96,LOW,Continue payment normally.
19897,UPI,Bank_A,1,2,BANK_ERROR,FAILED,63.69,MEDIUM,Try another bank or payment method.
18721,NET_BANKING,Bank_C,0,1,BANK_ERROR,SUCCESS,54.7,MEDIUM,Try another bank or payment method.
3787,UPI,Bank_D,0,1,NONE,SUCCESS,17.17,LOW,Continue payment normally.
2591,CARD,Bank_D,1,2,NONE,FAILED,36.9,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
7111,UPI,Bank_D,0,1,NONE,SUCCESS,16.59,LOW,Continue payment normally.
13227,UPI,Bank_C,1,2,NONE,SUCCESS,47.09,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
4585,CARD,Bank_C,1,2,NONE,SUCCESS,47.33,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
8761,UPI,Bank_A,0,1,NONE,SUCCESS,12.18,LOW,Continue payment normally.
9583,UPI,Bank_D,0,1,NONE,FAILED,16.78,LOW,Continue payment normally.
14573,UPI,Bank_A,0,1,NONE,FAILED,13.84,LOW,Continue payment normally.
18308,CARD,Bank_C,0,1,CARD_DECLINED,SUCCESS,50.26,MEDIUM,Try UPI or Net Banking instead of the card.
3165,UPI,Bank_B,1,2,AUTH_ERROR,FAILED,65.93,MEDIUM,Complete authentication and retry the payment.
9329,NET_BANKING,Bank_D,0,1,NONE,SUCCESS,19.46,LOW,Continue payment normally.
16182,UPI,Bank_B,0,1,NONE,SUCCESS,12.82,LOW,Continue payment normally.
10091,NET_BANKING,Bank_D,1,2,NONE,SUCCESS,41.48,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
15767,UPI,Bank_B,0,1,NONE,SUCCESS,12.96,LOW,Continue payment normally.
2492,UPI,Bank_B,0,1,NONE,SUCCESS,13.13,LOW,Continue payment normally.
1538,UPI,Bank_D,1,2,NONE,SUCCESS,34.75,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
11696,CARD,Bank_B,0,1,NONE,SUCCESS,15.64,LOW,Continue payment normally.
4331,UPI,Bank_D,0,1,NONE,SUCCESS,17.01,LOW,Continue payment normally.
3746,CARD,Bank_A,1,2,NONE,SUCCESS,36.72,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
141,UPI,Bank_D,0,1,NONE,FAILED,16.12,LOW,Continue payment normally.
15948,UPI,Bank_D,3,4,BANK_ERROR,FAILED,95.59,HIGH,Try another bank or payment method.
19796,UPI,Bank_A,0,1,NONE,SUCCESS,15.37,LOW,Continue payment normally.
13117,NET_BANKING,Bank_C,2,3,BANK_ERROR,FAILED,93.29,HIGH,Try another bank or payment method.
7152,UPI,Bank_B,1,2,NONE,FAILED,31.7,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
3875,UPI,Bank_B,1,2,BANK_ERROR,FAILED,56.69,MEDIUM,Try another bank or payment method.
10813,CARD,Bank_B,2,3,CARD_DECLINED,FAILED,85.05,HIGH,Try UPI or Net Banking instead of the card.
